Elapsed Time (ms),ECEF X (m),ECEF Y (m),ECEF Z (m),Yaw (deg),Pitch (deg),Roll (deg),Velocity X (m/s),Velocity Y (m/s),Velocity Z (m/s),Accel. X (m/s^2),Accel. Y (m/s^2),Accel. Z (m/s^2),GPS TOW,GPS Week Number
231800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173031.800,2099
231900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173031.900,2099
232000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173032.000,2099
232100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173032.100,2099
232200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173032.200,2099
232300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173032.300,2099
232400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173032.400,2099
232500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173032.500,2099
232600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173032.600,2099
232700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173032.700,2099
232800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173032.800,2099
232900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173032.900,2099
233000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173033.000,2099
233100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173033.100,2099
233200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173033.200,2099
233300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173033.300,2099
233400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173033.400,2099
233500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173033.500,2099
233600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173033.600,2099
233700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173033.700,2099
233800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173033.800,2099
233900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173033.900,2099
234000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173034.000,2099
234100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173034.100,2099
234200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173034.200,2099
234300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173034.300,2099
234400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173034.400,2099
234500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173034.500,2099
234600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173034.600,2099
234700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173034.700,2099
234800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173034.800,2099
234900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173034.900,2099
235000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173035.000,2099
235100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173035.100,2099
235200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173035.200,2099
235300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173035.300,2099
235400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173035.400,2099
235500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173035.500,2099
235600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173035.600,2099
235700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173035.700,2099
235800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173035.800,2099
235900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173035.900,2099
236000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173036.000,2099
236100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173036.100,2099
236200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173036.200,2099
236300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173036.300,2099
236400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173036.400,2099
236500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173036.500,2099
236600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173036.600,2099
236700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173036.700,2099
236800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173036.800,2099
236900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173036.900,2099
237000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173037.000,2099
237100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173037.100,2099
237200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173037.200,2099
237300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173037.300,2099
237400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173037.400,2099
237500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173037.500,2099
237600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173037.600,2099
237700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173037.700,2099
237800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173037.800,2099
237900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173037.900,2099
238000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173038.000,2099
238100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173038.100,2099
238200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173038.200,2099
238300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173038.300,2099
238400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173038.400,2099
238500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173038.500,2099
238600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173038.600,2099
238700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173038.700,2099
238800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173038.800,2099
238900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173038.900,2099
239000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173039.000,2099
239100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173039.100,2099
239200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173039.200,2099
239300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173039.300,2099
239400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173039.400,2099
239500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173039.500,2099
239600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173039.600,2099
239700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173039.700,2099
239800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173039.800,2099
239900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173039.900,2099
240000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173040.000,2099
240100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173040.100,2099
240200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173040.200,2099
240300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173040.300,2099
240400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173040.400,2099
240500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173040.500,2099
240600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173040.600,2099
240700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173040.700,2099
240800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173040.800,2099
240900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173040.900,2099
241000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173041.000,2099
241100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173041.100,2099
241200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173041.200,2099
241300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173041.300,2099
241400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173041.400,2099
241500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173041.500,2099
241600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173041.600,2099
241700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173041.700,2099
241800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173041.800,2099
241900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173041.900,2099
242000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173042.000,2099
242100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173042.100,2099
242200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173042.200,2099
242300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173042.300,2099
242400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173042.400,2099
242500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173042.500,2099
242600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173042.600,2099
242700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173042.700,2099
242800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173042.800,2099
242900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173042.900,2099
243000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173043.000,2099
243100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173043.100,2099
243200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173043.200,2099
243300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173043.300,2099
243400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173043.400,2099
243500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173043.500,2099
243600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173043.600,2099
243700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173043.700,2099
243800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173043.800,2099
243900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173043.900,2099
244000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173044.000,2099
244100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173044.100,2099
244200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173044.200,2099
244300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173044.300,2099
244400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173044.400,2099
244500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173044.500,2099
244600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173044.600,2099
244700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173044.700,2099
244800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173044.800,2099
244900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173044.900,2099
245000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173045.000,2099
245100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173045.100,2099
245200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173045.200,2099
245300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173045.300,2099
245400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173045.400,2099
245500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173045.500,2099
245600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173045.600,2099
245700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173045.700,2099
245800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173045.800,2099
245900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173045.900,2099
246000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173046.000,2099
246100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173046.100,2099
246200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173046.200,2099
246300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173046.300,2099
246400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173046.400,2099
246500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173046.500,2099
246600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173046.600,2099
246700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173046.700,2099
246800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173046.800,2099
246900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173046.900,2099
247000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173047.000,2099
247100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173047.100,2099
247200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173047.200,2099
247300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173047.300,2099
247400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173047.400,2099
247500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173047.500,2099
247600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173047.600,2099
247700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173047.700,2099
247800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173047.800,2099
247900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173047.900,2099
248000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173048.000,2099
248100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173048.100,2099
248200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173048.200,2099
248300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173048.300,2099
248400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173048.400,2099
248500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173048.500,2099
248600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173048.600,2099
248700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173048.700,2099
248800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173048.800,2099
248900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173048.900,2099
249000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173049.000,2099
249100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173049.100,2099
249200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173049.200,2099
249300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173049.300,2099
249400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173049.400,2099
249500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173049.500,2099
249600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173049.600,2099
249700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173049.700,2099
249800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173049.800,2099
249900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173049.900,2099
250000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173050.000,2099
250100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173050.100,2099
250200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173050.200,2099
250300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173050.300,2099
250400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173050.400,2099
250500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173050.500,2099
250600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173050.600,2099
250700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173050.700,2099
250800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173050.800,2099
250900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173050.900,2099
251000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173051.000,2099
251100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173051.100,2099
251200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173051.200,2099
251300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173051.300,2099
251400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173051.400,2099
251500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173051.500,2099
251600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173051.600,2099
251700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173051.700,2099
251800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173051.800,2099
251900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173051.900,2099
252000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173052.000,2099
252100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173052.100,2099
252200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173052.200,2099
252300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173052.300,2099
252400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173052.400,2099
252500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173052.500,2099
252600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173052.600,2099
252700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173052.700,2099
252800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173052.800,2099
252900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173052.900,2099
253000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173053.000,2099
253100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173053.100,2099
253200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173053.200,2099
253300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173053.300,2099
253400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173053.400,2099
253500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173053.500,2099
253600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173053.600,2099
253700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173053.700,2099
253800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173053.800,2099
253900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173053.900,2099
254000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173054.000,2099
254100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173054.100,2099
254200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173054.200,2099
254300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173054.300,2099
254400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173054.400,2099
254500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173054.500,2099
254600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173054.600,2099
254700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173054.700,2099
254800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173054.800,2099
254900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173054.900,2099
255000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173055.000,2099
255100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173055.100,2099
255200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173055.200,2099
255300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173055.300,2099
255400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173055.400,2099
255500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173055.500,2099
255600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173055.600,2099
255700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173055.700,2099
255800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173055.800,2099
255900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173055.900,2099
256000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173056.000,2099
256100,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173056.100,2099
256200,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173056.200,2099
256300,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173056.300,2099
256400,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173056.400,2099
256500,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173056.500,2099
256600,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173056.600,2099
256700,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173056.700,2099
256800,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173056.800,2099
256900,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173056.900,2099
257000,1320816.159965,-4320194.995358,4487349.82308,0,0,0,0,0,0,0,0,0,173057.000,2099
